Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
134251-42104,RB,Alvin,Alvin Kamara,Kamara,7.654545177112926,11,5100,NO@BAL,NO,BAL,Q,Knee - mcl,,,,RB/FLEX
134251-103587,TE,Brenton,Brenton Strange,Strange,9.300000190734863,1,5100,JAC@DEN,JAC,DEN,,,,,,TE/FLEX
134251-86229,WR,Jahan,Jahan Dotson,Dotson,2.4000000953674316,1,5100,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
134251-86244,TE,Pat,Pat Freiermuth,Freiermuth,13.100000381469727,1,5100,PIT@NE,PIT,NE,,,,,,TE/FLEX
134251-111876,WR,DeMario,DeMario Douglas,Douglas,4.5,1,5100,PIT@NE,NE,PIT,,,,,,WR/FLEX
134251-91488,RB,Chris,Chris Brooks,Brooks,2.9000000953674316,1,5100,GB@NYJ,GB,NYJ,,,,,,RB/FLEX
134251-94579,RB,Emari,Emari Demercado,Demercado,0.699999988079071,1,5100,WAS@DAL,DAL,WAS,,,,,,RB/FLEX
134251-172647,WR,Caleb,Caleb Douglas,Douglas,11.899999618530273,1,5100,MIA@SF,MIA,SF,,,,,,WR/FLEX
134251-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,1,1,5100,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
134251-55335,TE,David,David Njoku,Njoku,8.300000190734863,1,5000,LV@LAC,LAC,LV,,,,,,TE/FLEX
134251-52451,RB,Samaje,Samaje Perine,Perine,6.5,1,5000,CIN@HOU,CIN,HOU,,,,,,RB/FLEX
134251-120042,WR,Jalen,Jalen McMillan,McMillan,6.724999904632568,4,5000,CLE@TB,TB,CLE,Q,Knee,,,,WR/FLEX
134251-12549,D,San Francisco,San Francisco 49ers,49ers,8,1,5000,MIA@SF,SF,MIA,,,,,,DEF
134251-174486,RB,Dylan,Dylan Sampson,Sampson,0,1,5000,CLE@TB,CLE,TB,O,Knee,,,,RB/FLEX
134251-80289,WR,Kendrick,Kendrick Bourne,Bourne,11.5,1,5000,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
134251-172715,WR,Omar,Omar Cooper Jr.,Cooper Jr.,3.5,1,5000,GB@NYJ,NYJ,GB,Q,Ankle,,,,WR/FLEX
134251-92859,WR,Jalen,Jalen Nailor,Nailor,4.199999809265137,1,5000,LV@LAC,LV,LAC,,,,,,WR/FLEX
134251-167622,RB,Jonah,Jonah Coleman,Coleman,0,1,5000,JAC@DEN,DEN,JAC,,,,,,RB/FLEX
134251-85845,WR,Rashod,Rashod Bateman,Bateman,0,1,5000,NO@BAL,BAL,NO,,,,,,WR/FLEX
134251-40845,TE,Hunter,Hunter Henry,Henry,4.099999904632568,1,5000,PIT@NE,NE,PIT,,,,,,TE/FLEX
134251-41872,TE,Evan,Evan Engram,Engram,12.300000190734863,1,5000,JAC@DEN,DEN,JAC,,,,,,TE/FLEX
134251-155551,WR,Pat,Pat Bryant,Bryant,6.199999809265137,1,5000,JAC@DEN,DEN,JAC,,,,,,WR/FLEX
134251-151741,WR,Jack,Jack Bech,Bech,9.800000190734863,1,4900,LV@LAC,LV,LAC,,,,,,WR/FLEX
134251-88297,TE,Chig,Chig Okonkwo,Okonkwo,2.5999999046325684,1,4900,WAS@DAL,WAS,DAL,Q,Hamstring,,,,TE/FLEX
134251-12545,D,Philadelphia,Philadelphia Eagles,Eagles,3,1,4900,PHI@TEN,PHI,TEN,,,,,,DEF
134251-154008,RB,Mike,Mike Washington Jr.,Washington Jr.,4.099999904632568,1,4900,LV@LAC,LV,LAC,,,,,,RB/FLEX
134251-206341,WR,Ted,Ted Hurst III,Hurst III,5.099999904632568,1,4900,CLE@TB,TB,CLE,,,,,,WR/FLEX
134251-129546,WR,Tre',Tre' Harris,Harris,3.5,1,4900,LV@LAC,LAC,LV,,,,,,WR/FLEX
134251-184873,TE,Kenyon,Kenyon Sadiq,Sadiq,9.899999618530273,1,4900,GB@NYJ,NYJ,GB,,,,,,TE/FLEX
134251-137953,TE,AJ,AJ Barner,Barner,2.299999952316284,1,4900,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
134251-158438,TE,Oronde,Oronde Gadsden II,Gadsden II,4.199999809265137,1,4900,LV@LAC,LAC,LV,,,,,,TE/FLEX
134251-107293,RB,Tyjae,Tyjae Spears,Spears,3.4000000953674316,1,4900,PHI@TEN,TEN,PHI,,,,,,RB/FLEX
134251-134023,RB,Keaton,Keaton Mitchell,Mitchell,0.8999999761581421,1,4900,LV@LAC,LAC,LV,,,,,,RB/FLEX
134251-185593,WR,Andrei,Andrei Iosivas,Iosivas,2.200000047683716,1,4800,CIN@HOU,CIN,HOU,,,,,,WR/FLEX
134251-151806,RB,Raheim,Raheim Sanders,Sanders,4.099999904632568,1,4800,CLE@TB,CLE,TB,,,,,,RB/FLEX
134251-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,9,1,4800,CLE@TB,TB,CLE,,,,,,DEF
134251-151903,WR,Troy,Troy Franklin,Franklin,0.5,1,4800,JAC@DEN,DEN,JAC,,,,,,WR/FLEX
134251-25011,TE,Darren,Darren Waller,Waller,3.799999952316284,1,4800,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
134251-60957,WR,KaVontae,KaVontae Turpin,Turpin,1.2999999523162842,1,4800,WAS@DAL,DAL,WAS,,,,,,WR/FLEX
134251-152103,RB,Jaylen,Jaylen Wright,Wright,-0.10000000149011612,1,4800,MIA@SF,MIA,SF,,,,,,RB/FLEX
134251-128624,WR,Tez,Tez Johnson,Johnson,-0.4000000059604645,1,4800,CLE@TB,TB,CLE,,,,,,WR/FLEX
134251-110259,WR,Treylon,Treylon Burks,Burks,3,8,4800,WAS@DAL,WAS,DAL,,,,,,WR/FLEX
134251-86811,TE,Cade,Cade Otton,Otton,4.099999904632568,1,4800,CLE@TB,TB,CLE,,,,,,TE/FLEX
134251-91931,TE,Greg,Greg Dulcich,Dulcich,2.799999952316284,1,4800,MIA@SF,MIA,SF,,,,,,TE/FLEX
134251-172861,WR,Elic,Elic Ayomanor,Ayomanor,7.599999904632568,1,4800,PHI@TEN,TEN,PHI,,,,,,WR/FLEX
134251-170825,WR,Chris,Chris Bell,Bell,3,1,4800,MIA@SF,MIA,SF,,,,,,WR/FLEX
134251-137059,RB,Sean,Sean Tucker,Tucker,5.317647148581112,17,4800,CLE@TB,TB,CLE,Q,Hamstring,,,,RB/FLEX
134251-184184,WR,Travis,Travis Hunter,Hunter,1.600000023841858,1,4800,JAC@DEN,JAC,DEN,,,,,,WR/FLEX
134251-48116,TE,Jonnu,Jonnu Smith,Smith,6,1,4800,GB@NYJ,GB,NYJ,,,,,,TE/FLEX
134251-71705,TE,Noah,Noah Fant,Fant,11.300000190734863,1,4700,NO@BAL,NO,BAL,,,,,,TE/FLEX
134251-167110,WR,Denzel,Denzel Boston,Boston,12.899999618530273,1,4700,CLE@TB,CLE,TB,,,,,,WR/FLEX
134251-12550,D,Seattle,Seattle Seahawks,Seahawks,13,1,4700,SEA@ARI,SEA,ARI,,,,,,DEF
134251-120093,WR,Marvin,Marvin Mims Jr.,Mims Jr.,0,1,4700,JAC@DEN,DEN,JAC,,,,,,WR/FLEX
134251-133477,TE,Darnell,Darnell Washington,Washington,2.799999952316284,1,4700,PIT@NE,PIT,NE,,,,,,TE/FLEX
134251-88548,WR,Jalen,Jalen Tolbert,Tolbert,3.390909021550959,11,4700,MIA@SF,MIA,SF,,,,,,WR/FLEX
134251-114198,WR,Xavier,Xavier Legette,Legette,0,1,4700,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
134251-86687,WR,Hollywood,Hollywood Brown,Brown,7.074999809265137,16,4700,PHI@TEN,PHI,TEN,,,,,,WR/FLEX
134251-138037,WR,Roman,Roman Wilson,Wilson,4.099999904632568,1,4700,PIT@NE,PIT,NE,,,,,,WR/FLEX
134251-166749,RB,LeQuint,LeQuint Allen Jr.,Allen Jr.,1.2647058823529411,17,4700,JAC@DEN,JAC,DEN,,,,,,RB/FLEX
134251-91047,TE,Cole,Cole Kmet,Kmet,10.5,1,4700,MIN@CHI,CHI,MIN,,,,,,TE/FLEX
134251-152520,RB,Will,Will Shipley,Shipley,1.7000000476837158,1,4700,PHI@TEN,PHI,TEN,,,,,,RB/FLEX
134251-166896,RB,Kaytron,Kaytron Allen,Allen,1.600000023841858,1,4700,WAS@DAL,WAS,DAL,,,,,,RB/FLEX
134251-151740,RB,Corey,Corey Kiner,Kiner,1.100000023841858,1,4600,PIT@NE,NE,PIT,,,,,,RB/FLEX
134251-12555,D,Baltimore,Baltimore Ravens,Ravens,6,1,4600,NO@BAL,BAL,NO,,,,,,DEF
134251-193004,WR,Jahdae,Jahdae Walker,Walker,6.599999904632568,1,4600,MIN@CHI,CHI,MIN,,,,,,WR/FLEX
134251-185861,RB,Emanuel,Emanuel Wilson,Wilson,0.30000001192092896,1,4600,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
134251-152148,TE,Gunnar,Gunnar Helm,Helm,4.800000190734863,1,4600,PHI@TEN,TEN,PHI,,,,,,TE/FLEX
134251-128633,RB,Kimani,Kimani Vidal,Vidal,8.928571428571429,14,4600,LV@LAC,LAC,LV,,,,,,RB/FLEX
134251-183251,WR,Zachariah,Zachariah Branch,Branch,0,1,4600,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
134251-91101,TE,Tommy,Tommy Tremble,Tremble,4,1,4600,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
134251-129112,WR,Chimere,Chimere Dike,Dike,-0.800000011920929,1,4500,PHI@TEN,TEN,PHI,,,,,,WR/FLEX
134251-168054,TE,Mason,Mason Taylor,Taylor,0.800000011920929,1,4500,GB@NYJ,NYJ,GB,,,,,,TE/FLEX
134251-130270,TE,Adam,Adam Trautman,Trautman,2,1,4500,JAC@DEN,DEN,JAC,,,,,,TE/FLEX
134251-12548,D,Los Angeles,Los Angeles Chargers,Chargers,1,1,4500,LV@LAC,LAC,LV,,,,,,DEF
134251-33047,WR,Chris,Chris Moore,Moore,5.800000190734863,1,4500,NO@BAL,BAL,NO,,,,,,WR/FLEX
134251-102696,WR,John,John Metchie III,Metchie III,4.261538578913762,13,4500,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
134251-93538,WR,Dyami,Dyami Brown,Brown,0,1,4500,WAS@DAL,WAS,DAL,,,,,,WR/FLEX
134251-56711,TE,Drew,Drew Sample,Sample,3.4000000953674316,1,4500,CIN@HOU,CIN,HOU,,,,,,TE/FLEX
134251-190930,WR,Ja'Kobi,Ja'Kobi Lane,Lane,1.600000023841858,1,4500,NO@BAL,BAL,NO,D,Wrist,,,,WR/FLEX
134251-185863,RB,Hunter,Hunter Luepke,Luepke,0.699999988079071,1,4500,WAS@DAL,DAL,WAS,,,,,,RB/FLEX
134251-208430,WR,Bryce,Bryce Lance,Lance,5.699999809265137,1,4500,NO@BAL,NO,BAL,,,,,,WR/FLEX
134251-128693,RB,Tank,Tank Bigsby,Bigsby,0.30000001192092896,1,4500,PHI@TEN,PHI,TEN,,,,,,RB/FLEX
134251-134837,WR,Tory,Tory Horton,Horton,7.324999809265137,8,4500,SEA@ARI,SEA,ARI,Q,Hamstring,,,,WR/FLEX
134251-158529,WR,Josh,Josh Cameron,Cameron,9,1,4500,JAC@DEN,JAC,DEN,,,,,,WR/FLEX
134251-71521,RB,Justice,Justice Hill,Hill,3.299999952316284,1,4500,NO@BAL,BAL,NO,,,,,,RB/FLEX
134251-103308,RB,Jawhar,Jawhar Jordan,Jordan,7.300000190734863,4,4500,CIN@HOU,HOU,CIN,,,,,,RB/FLEX
134251-103378,TE,Erick,Erick All Jr.,All Jr.,,0,4500,CIN@HOU,CIN,HOU,,,,,,TE/FLEX
134251-166898,RB,Nick,Nick Singleton,Singleton,,0,4500,PHI@TEN,TEN,PHI,,,,,,RB/FLEX
134251-183410,WR,Malik,Malik Benson,Benson,0.30000001192092896,1,4400,LV@LAC,LV,LAC,,,,,,WR/FLEX
134251-174245,WR,Isaiah,Isaiah Bond,Bond,3.046666717529297,15,4400,CLE@TB,CLE,TB,,,,,,WR/FLEX
134251-166112,RB,Ollie,Ollie Gordon II,Gordon II,2.9764704984777115,17,4400,MIA@SF,MIA,SF,,,,,,RB/FLEX
134251-12533,D,Green Bay,Green Bay Packers,Packers,1,1,4400,GB@NYJ,GB,NYJ,,,,,,DEF
134251-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,3.590909090909091,11,4400,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
134251-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,4.377777947319879,9,4400,JAC@DEN,DEN,JAC,,,,,,WR/FLEX
134251-129422,TE,Nate,Nate Boerkircher,Boerkircher,1.399999976158142,1,4400,JAC@DEN,JAC,DEN,,,,,,TE/FLEX
134251-73176,TE,Luke,Luke Farrell,Farrell,2.9000000953674316,1,4400,MIA@SF,SF,MIA,,,,,,TE/FLEX
134251-88575,WR,Elijah,Elijah Moore,Moore,2.5,10,4400,PHI@TEN,PHI,TEN,,,,,,WR/FLEX
134251-184917,WR,Elijah,Elijah Sarratt,Sarratt,,0,4400,NO@BAL,BAL,NO,,,,,,WR/FLEX
134251-65231,RB,Adam,Adam Prentice,Prentice,0.8666666666666667,15,4400,JAC@DEN,DEN,JAC,,,,,,RB/FLEX
134251-167636,WR,Germie,Germie Bernard,Bernard,,0,4400,PIT@NE,PIT,NE,,,,,,WR/FLEX
134251-85842,TE,Brevyn,Brevyn Spann-Ford,Spann-Ford,2.4000000953674316,1,4400,WAS@DAL,DAL,WAS,,,,,,TE/FLEX
134251-128912,WR,Mitch,Mitch Tinsley,Tinsley,3.450000047683716,8,4400,CIN@HOU,HOU,CIN,,,,,,WR/FLEX
134251-175021,RB,Jordan,Jordan James,James,4,1,4400,MIA@SF,SF,MIA,,,,,,RB/FLEX
134251-93107,RB,AJ,AJ Dillon,Dillon,2.799999952316284,1,4400,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
134251-128986,WR,Jaylin,Jaylin Lane,Lane,0.8999999761581421,1,4400,WAS@DAL,WAS,DAL,,,,,,WR/FLEX
134251-72705,TE,John,John Bates,Bates,2.299999952316284,1,4300,WAS@DAL,WAS,DAL,,,,,,TE/FLEX
134251-103547,WR,Luke,Luke McCaffrey,McCaffrey,5.088888804117839,9,4300,WAS@DAL,WAS,DAL,,,,,,WR/FLEX
134251-173241,WR,Barion,Barion Brown,Brown,0.30000001192092896,1,4300,NO@BAL,NO,BAL,,,,,,WR/FLEX
134251-90307,TE,Daniel,Daniel Bellinger,Bellinger,1.2000000476837158,1,4300,PHI@TEN,TEN,PHI,,,,,,TE/FLEX
134251-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,18,1,4300,PIT@NE,PIT,NE,,,,,,DEF
134251-91417,TE,Luke,Luke Schoonmaker,Schoonmaker,1.7000000476837158,1,4300,WAS@DAL,DAL,WAS,,,,,,TE/FLEX
134251-60712,TE,Foster,Foster Moreau,Moreau,2.5,1,4300,CIN@HOU,HOU,CIN,,,,,,TE/FLEX
134251-136538,WR,Kyle,Kyle Williams,Williams,0,1,4300,PIT@NE,NE,PIT,,,,,,WR/FLEX
134251-87432,WR,Cedric,Cedric Tillman,Tillman,4.125,12,4300,NO@BAL,NO,BAL,,,,,,WR/FLEX
134251-63907,TE,Josh,Josh Oliver,Oliver,3.200000047683716,1,4300,MIN@CHI,MIN,CHI,,,,,,TE/FLEX
134251-91578,RB,Zamir,Zamir White,White,1.5199999809265137,5,4300,NO@BAL,NO,BAL,,,,,,RB/FLEX
134251-92606,WR,Bo,Bo Melton,Melton,1.5,1,4300,GB@NYJ,GB,NYJ,,,,,,WR/FLEX
134251-92677,RB,Zavier,Zavier Scott,Scott,3.220000076293945,10,4300,MIN@CHI,CHI,MIN,,,,,,RB/FLEX
134251-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,,0,4300,GB@NYJ,GB,NYJ,Q,Hamstring,,,,RB/FLEX
134251-173626,TE,Nate,Nate Adkins,Adkins,0,1,4300,JAC@DEN,DEN,JAC,,,,,,TE/FLEX
134251-112192,WR,Jonathan,Jonathan Mingo,Mingo,1.5,1,4300,WAS@DAL,DAL,WAS,,,,,,WR/FLEX
134251-176734,TE,Eli,Eli Raridon,Raridon,6.699999809265137,1,4300,PIT@NE,NE,PIT,,,,,,TE/FLEX
134251-94887,RB,Tyler,Tyler Badie,Badie,1.6176470588235294,17,4300,JAC@DEN,DEN,JAC,NA,Coach's decision,,,,RB/FLEX
134251-152258,TE,Elijah,Elijah Arroyo,Arroyo,2.2615384321946363,13,4300,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
134251-157490,TE,Will,Will Kacmarek,Kacmarek,0,1,4300,MIA@SF,MIA,SF,,,,,,TE/FLEX
134251-156527,WR,Devontez,Devontez Walker,Walker,5.766666412353516,6,4300,NO@BAL,BAL,NO,Q,Groin,,,,WR/FLEX
134251-166801,RB,Jaydon,Jaydon Blue,Blue,3.9799999237060546,5,4300,PHI@TEN,PHI,TEN,,,,,,RB/FLEX
134251-137265,TE,Ben,Ben Sinnott,Sinnott,2.862499952316284,8,4200,WAS@DAL,WAS,DAL,,,,,,TE/FLEX
134251-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,,0,4200,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
134251-83117,TE,Tanner,Tanner Hudson,Hudson,0.8999999761581421,1,4200,CIN@HOU,CIN,HOU,,,,,,TE/FLEX
134251-131266,RB,Lan,Lan Larison,Larison,1.899999976158142,1,4200,PIT@NE,NE,PIT,,,,,,RB/FLEX
134251-86255,TE,Josh,Josh Whyle,Whyle,1.9000000272478377,7,4200,GB@NYJ,GB,NYJ,Q,Neck,,,,TE/FLEX
134251-12531,D,Denver,Denver Broncos,Broncos,3,1,4200,JAC@DEN,DEN,JAC,,,,,,DEF
134251-91467,TE,Jake,Jake Tonges,Tonges,7.049999872843425,12,4200,MIA@SF,SF,MIA,Q,Knee,,,,TE/FLEX
134251-138649,WR,LaJohntay,LaJohntay Wester,Wester,2.5,1,4200,NO@BAL,BAL,NO,,,,,,WR/FLEX
134251-94621,WR,Derius,Derius Davis,Davis,0,1,4200,LV@LAC,LAC,LV,Q,Undisclosed,,,,WR/FLEX
134251-112041,WR,Isaiah,Isaiah Williams,Williams,1.2000000476837158,1,4200,GB@NYJ,NYJ,GB,,,,,,WR/FLEX
134251-241064,WR,Dohnte,Dohnte Meyers,Meyers,3.299999952316284,1,4200,CIN@HOU,CIN,HOU,,,,,,WR/FLEX
134251-112062,WR,Skyy,Skyy Moore,Moore,0,1,4200,GB@NYJ,GB,NYJ,,,,,,WR/FLEX
134251-160213,RB,Isaiah,Isaiah Davis,Davis,3.793750047683716,16,4200,GB@NYJ,NYJ,GB,,,,,,RB/FLEX
134251-87515,WR,Tylan,Tylan Wallace,Wallace,1.3888888888888888,9,4200,CLE@TB,CLE,TB,,,,,,WR/FLEX
134251-157150,RB,Audric,Audric Estime,Estime,8.419999694824218,5,4200,NO@BAL,NO,BAL,IR,Thigh,,,,RB/FLEX
134251-112101,WR,Jared,Jared Wayne,Wayne,1.7000000476837158,1,4200,CIN@HOU,HOU,CIN,,,,,,WR/FLEX
134251-201230,RB,Dylan,Dylan Laube,Laube,0,1,4200,LV@LAC,LV,LAC,,,,,,RB/FLEX
134251-183828,WR,Kevin,Kevin Coleman Jr.,Coleman Jr.,0,1,4200,MIA@SF,MIA,SF,,,,,,WR/FLEX
134251-102986,TE,Elijah,Elijah Higgins,Higgins,2.873333231608073,15,4200,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
134251-87634,TE,Blake,Blake Whiteheart,Whiteheart,1.899999976158142,1,4200,CLE@TB,CLE,TB,,,,,,TE/FLEX
134251-27229,RB,Ameer,Ameer Abdullah,Abdullah,3.700000047683716,1,4200,JAC@DEN,JAC,DEN,,,,,,RB/FLEX
134251-147051,RB,Jaleel,Jaleel McLaughlin,McLaughlin,3.3299999237060547,10,4200,CLE@TB,CLE,TB,,,,,,RB/FLEX
134251-92890,WR,Cody,Cody White,White,0,1,4200,LV@LAC,LV,LAC,,,,,,WR/FLEX
134251-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,-2,1,4200,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
134251-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,0.8999999761581421,1,4200,GB@NYJ,NYJ,GB,,,,,,TE/FLEX
134251-103187,RB,Roschon,Roschon Johnson,Johnson,0,1,4200,MIN@CHI,CHI,MIN,,,,,,RB/FLEX
134251-87844,TE,Brady,Brady Russell,Russell,3,1,4200,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
134251-134014,WR,Jordan,Jordan Watkins,Watkins,1.7999999523162842,2,4200,MIA@SF,SF,MIA,,,,,,WR/FLEX
134251-173994,WR,Zavion,Zavion Thomas,Thomas,,0,4200,MIN@CHI,CHI,MIN,,,,,,WR/FLEX
134251-168916,RB,Kaleb,Kaleb Johnson,Johnson,0,1,4200,GB@NYJ,GB,NYJ,,,,,,RB/FLEX
134251-152537,WR,Tai,Tai Felton,Felton,0.4444444444444444,9,4200,MIN@CHI,MIN,CHI,,,,,,WR/FLEX
134251-173066,RB,CJ,CJ Donaldson,Donaldson,0.699999988079071,1,4100,NO@BAL,NO,BAL,,,,,,RB/FLEX
134251-90123,TE,Quintin,Quintin Morris,Morris,0,1,4100,JAC@DEN,JAC,DEN,,,,,,TE/FLEX
134251-111637,TE,Cade,Cade Stover,Stover,0.30000001192092896,1,4100,CIN@HOU,HOU,CIN,,,,,,TE/FLEX
134251-42046,TE,Durham,Durham Smythe,Smythe,0.8999999761581421,1,4100,NO@BAL,BAL,NO,,,,,,TE/FLEX
134251-64581,WR,Van,Van Jefferson,Jefferson,3.9642857142857144,14,4100,WAS@DAL,WAS,DAL,,,,,,WR/FLEX
134251-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,1.7363636710427024,11,4100,LV@LAC,LV,LAC,,,,,,RB/FLEX
134251-40126,TE,Austin,Austin Hooper,Hooper,3.293750047683716,16,4100,CAR@ATL,ATL,CAR,,,,,,TE/FLEX
134251-12541,D,New England,New England Patriots,Patriots,6,1,4100,PIT@NE,NE,PIT,,,,,,DEF
134251-137488,RB,Rasheen,Rasheen Ali,Ali,0,1,4100,NO@BAL,BAL,NO,,,,,,RB/FLEX
134251-157973,WR,J. Michael,J. Michael Sturdivant,Sturdivant,,0,4100,GB@NYJ,GB,NYJ,,,,,,WR/FLEX
134251-171332,WR,Reggie,Reggie Virgil,Virgil,,0,4100,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
134251-93539,RB,Michael,Michael Carter,Carter,6.346153846153846,13,4100,PHI@TEN,TEN,PHI,,,,,,RB/FLEX
134251-177614,TE,Marlin,Marlin Klein,Klein,2.0999999046325684,1,4100,CIN@HOU,HOU,CIN,,,,,,TE/FLEX
134251-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,2.9555555979410806,18,4100,MIA@SF,SF,MIA,,,,,,RB/FLEX
134251-154124,TE,Mitchell,Mitchell Evans,Evans,1.399999976158142,1,4100,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
134251-103966,TE,Stone,Stone Smartt,Smartt,1.7399999618530273,5,4100,NO@BAL,NO,BAL,,,,,,TE/FLEX
134251-88685,WR,Austin,Austin Trammell,Trammell,1.0166666507720947,6,4100,JAC@DEN,JAC,DEN,,,,,,WR/FLEX
134251-85635,TE,Charlie,Charlie Kolar,Kolar,2.40000005868765,13,4100,LV@LAC,LAC,LV,,,,,,TE/FLEX
134251-154245,TE,Seydou,Seydou Traore,Traore,,0,4100,MIA@SF,MIA,SF,,,,,,TE/FLEX
134251-71351,TE,Charlie,Charlie Woerner,Woerner,1.100000023841858,8,4100,CAR@ATL,ATL,CAR,,,,,,TE/FLEX
134251-147168,WR,Chris,Chris Blair,Blair,0,1,4100,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
134251-133900,WR,Anthony,Anthony Smith,Smith,,0,4100,WAS@DAL,DAL,WAS,,,,,,WR/FLEX
134251-86800,TE,Colson,Colson Yankoff,Yankoff,0,1,4100,WAS@DAL,WAS,DAL,,,,,,TE/FLEX
134251-128805,WR,KeAndre,KeAndre Lambert-Smith,Lambert-Smith,1.5111111534966364,9,4100,LV@LAC,LAC,LV,D,Hamstring,,,,WR/FLEX
134251-138039,TE,Matt,Matt Hibner,Hibner,1.7999999523162842,1,4100,NO@BAL,BAL,NO,,,,,,TE/FLEX
134251-201535,WR,Kameron,Kameron Johnson,Johnson,0,1,4100,CLE@TB,TB,CLE,,,,,,WR/FLEX
134251-114530,WR,Jacob,Jacob Cowing,Cowing,0,1,4100,MIA@SF,SF,MIA,,,,,,WR/FLEX
134251-94087,RB,DeeJay,DeeJay Dallas,Dallas,0.6000000238418579,1,4100,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
134251-93075,TE,Hunter,Hunter Long,Long,3.7857142857142856,7,4100,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
134251-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0.8399999618530274,5,4000,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
134251-92166,WR,Marcus,Marcus Jones,Jones,0,1,4000,PIT@NE,NE,PIT,,,,,,WR/FLEX
134251-167950,TE,Oscar,Oscar Delp,Delp,,0,4000,NO@BAL,NO,BAL,Q,Hamstring,,,,TE/FLEX
134251-41997,WR,River,River Cracraft,Cracraft,0,2,4000,WAS@DAL,WAS,DAL,Q,Undisclosed,,,,WR/FLEX
134251-152593,WR,Harrison,Harrison Wallace III,Wallace III,,0,4000,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
134251-175126,WR,Chris,Chris Brazzell II,Brazzell II,,0,4000,CAR@ATL,CAR,ATL,IR,Knee,,,,WR/FLEX
134251-110617,WR,Isaiah,Isaiah Neyor,Neyor,,0,4000,GB@NYJ,GB,NYJ,,,,,,WR/FLEX
134251-110616,TE,Treyton,Treyton Welch,Welch,0,1,4000,NO@BAL,NO,BAL,,,,,,TE/FLEX
134251-152603,RB,Anthony,Anthony Tyus III,Tyus III,,0,4000,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
134251-86047,RB,Malik,Malik Davis,Davis,4.733333163791233,9,4000,WAS@DAL,DAL,WAS,IR,Hip,,,,RB/FLEX
134251-86055,RB,Dameon,Dameon Pierce,Pierce,0.7199999809265136,5,4000,PHI@TEN,PHI,TEN,,,,,,RB/FLEX
134251-138277,WR,Jalen,Jalen Brooks,Brooks,1.149999976158142,4,4000,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
134251-154661,WR,Michael,Michael Bandy,Bandy,2.75,4,4000,JAC@DEN,DEN,JAC,,,,,,WR/FLEX
134251-243752,WR,Daniel,Daniel Sobkowicz,Sobkowicz,,0,4000,CIN@HOU,HOU,CIN,,,,,,WR/FLEX
134251-175154,TE,Jack,Jack Endries,Endries,,0,4000,CIN@HOU,CIN,HOU,,,,,,TE/FLEX
134251-243761,WR,Kolbe,Kolbe Katsis,Katsis,,0,4000,JAC@DEN,DEN,JAC,,,,,,WR/FLEX
134251-243760,WR,Kyle,Kyle Dixon,Dixon,,0,4000,PIT@NE,NE,PIT,,,,,,WR/FLEX
134251-129081,RB,Ahmani,Ahmani Marshall,Marshall,,0,4000,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
134251-86075,TE,Lucas,Lucas Krull,Krull,1.25,2,4000,JAC@DEN,DEN,JAC,,,,,,TE/FLEX
